"Delivery_Duration","Order_Type","Delivery_Person_Age","Delivery_Person_Tenure","Delivery_Person_Ratings","Vehicle_Type","Vehicle_Condition","Festival","Location_Type","Weather_Conditions","Road_Traffic_Conditions","Multiple_Deliveries","Grievances","Order_Placed_Picked_Duration"
22,"Meal ",36,5,4.8,"motorcycle",0,"No","Metropolitan","Fog","High ",1,"N",10
25,"Buffet ",36,2,5,"motorcycle",0,"No","Semi-Urban","Sunny","Low ",1,"N",10
21,"Drinks ",39,15,4.6,"scooter",0,"No","Semi-Urban","Sandstorms","Medium",1,"Y",10
23,"Snack ",26,22,5,"motorcycle",0,"No","Metropolitan","Sandstorms","Medium",1,"Y",10
35,"Snack ",37,3,4.3,"electric_scooter",0,"No","Urban","Sandstorms","Jam",0,"N",10
32,"Buffet ",23,13,4.9,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",0,"N",5
39,"Meal ",38,19,3.8,"scooter",1,"No","Metropolitan","Cloudy","Low ",1,"N",15
40,"Meal ",22,3,4.2,"motorcycle",1,"No","Semi-Urban","Fog","Jam ",1,"Y",15
17,"Buffet ",30,2,4.5,"scooter",1,"No","Urban","Windy","Low",1,"N",5
21,"Meal ",21,9,4.5,"motorcycle",2,"No","Metropolitan","Fog","Low ",1,"Y",15
39,"Snack ",20,16,4.9,"motorcycle",0,"No","Urban","Windy","High",1,"N",10
22,"Snack ",25,6,4.5,"electric_scooter",2,"No","Urban","Windy","Jam",1,"N",15
15,"Meal ",39,23,5,"scooter",2,"No","Semi-Urban","Windy","Jam",1,"N",5
24,"Snack ",22,15,5,"motorcycle",1,"No","Metropolitan","Fog","High ",1,"N",10
39,"Snack ",29,23,4.7,"motorcycle",1,"No","Urban","Fog","Jam",0,"N",5
29,"Buffet ",22,16,4.7,"scooter",2,"No","Metropolitan","Sandstorms","Low ",1,"N",15
31,"Meal ",25,3,4.2,"electric_scooter",2,"No","Metropolitan","Fog","Medium",1,"N",5
19,"Meal ",35,3,4.5,"motorcycle",2,"No","Urban","Windy","Jam ",1,"N",5
16,"Snack ",29,19,4.9,"motorcycle",1,"No","Urban","Fog","Medium",1,"N",15
22,"Buffet ",24,23,4.8,"electric_scooter",1,"No","Semi-Urban","Sunny","Low ",0,"N",10
48,"Meal ",26,8,4.6,"scooter",1,"No","Metropolitan","Fog","Jam ",1,"N",5
23,"Snack ",35,19,4.6,"scooter",2,"No","Metropolitan","Fog","Jam ",0,"N",15
33,"Snack ",33,9,4.4,"scooter",1,"No","Metropolitan","Sandstorms","High ",1,"Y",10
29,"Buffet ",26,9,4.6,"scooter",1,"No","Metropolitan","Windy","Jam ",1,"N",5
26,"Buffet ",22,14,4.9,"electric_scooter",0,"No","Metropolitan","Sunny","Medium",0,"N",5
34,"Buffet ",31,7,3.8,"scooter",1,"No","Metropolitan","Sandstorms","Jam ",1,"N",10
17,"Buffet ",35,6,4.7,"motorcycle",1,"No","Semi-Urban","Sunny","High",1,"N",15
18,"Buffet ",38,22,4.6,"scooter",2,"No","Metropolitan","Sunny","Medium",1,"N",5
29,"Snack ",23,2,4.6,"scooter",2,"No","Metropolitan","Stormy","Medium",0,"Y",10
19,"Snack ",32,15,4.5,"motorcycle",2,"No","Urban","Sunny","Jam",1,"N",10
30,"Buffet ",24,16,4.6,"scooter",2,"No","Metropolitan","Fog","Jam ",0,"N",10
20,"Snack ",21,16,4.6,"motorcycle",2,"No","Urban","Stormy","Low",1,"N",15
24,"Drinks ",29,19,5,"scooter",1,"No","Metropolitan","Sandstorms","Medium",1,"Y",10
42,"Snack ",33,5,4.3,"electric_scooter",0,"No","Urban","Sunny","Jam",1,"N",5
15,"Drinks ",27,18,4.7,"scooter",1,"No","Urban","Sunny","Jam",1,"N",10
15,"Snack ",22,15,4.9,"electric_scooter",2,"No","Metropolitan","Windy","Medium",1,"N",15
21,"Buffet ",39,21,4.7,"motorcycle",0,"No","Urban","Cloudy","High ",0,"N",10
28,"Drinks ",27,19,4.8,"scooter",2,"No","Metropolitan","Sandstorms","Low ",1,"N",30
31,"Drinks ",22,9,4.1,"scooter",2,"No","Urban","Fog","High ",1,"N",5
42,"Buffet ",39,3,4.6,"motorcycle",0,"Yes","Metropolitan","Fog","Medium",0,"N",10
31,"Drinks ",34,9,3.9,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",1,"N",5
31,"Snack ",33,15,4.4,"electric_scooter",2,"No","Metropolitan","Sandstorms","Medium",0,"N",15
16,"Drinks ",28,21,4.7,"scooter",1,"No","Metropolitan","Fog","Medium",1,"Y",10
33,"Meal ",30,11,3.5,"motorcycle",2,"No","Metropolitan","Sunny","Low ",0,"N",10
28,"Meal ",39,18,4.9,"motorcycle",0,"No","Metropolitan","Cloudy","Jam ",1,"N",15
44,"Buffet ",37,15,4.8,"scooter",1,"No","Semi-Urban","Cloudy","Medium",1,"N",10
30,"Meal ",28,8,4.8,"electric_scooter",2,"No","Semi-Urban","Sandstorms","Medium",0,"N",10
16,"Drinks ",32,23,4.8,"electric_scooter",0,"No","Metropolitan","Cloudy","Low",0,"N",5
27,"Snack ",33,14,4.9,"scooter",2,"No","Semi-Urban","Sunny","Jam ",1,"Y",10
38,"Snack ",30,23,4.3,"motorcycle",0,"No","Urban","Sandstorms","Jam",1,"N",5
30,"Buffet ",36,4,4.6,"scooter",0,"No","Semi-Urban","Sunny","Low ",1,"N",5
51,"Meal ",39,9,4.5,"electric_scooter",0,"Yes","Metropolitan","Sunny","Jam ",0,"N",15
24,"Drinks ",31,23,4.6,"electric_scooter",2,"No","Urban","Sandstorms","Low",1,"N",15
22,"Meal ",26,15,4.8,"scooter",1,"No","Metropolitan","Sandstorms","Jam ",1,"N",15
30,"Snack ",35,19,4.6,"motorcycle",0,"No","Semi-Urban","Windy","Jam ",0,"N",5
20,"Meal ",37,18,4.7,"electric_scooter",0,"No","Metropolitan","Windy","Low ",1,"N",15
28,"Buffet ",39,16,4.7,"electric_scooter",0,"No","Urban","Cloudy","High",0,"N",10
45,"Drinks ",25,21,4.9,"scooter",0,"No","Semi-Urban","Cloudy","Jam",1,"N",5
22,"Snack ",27,14,4.7,"motorcycle",0,"No","Metropolitan","Sunny","Low ",0,"N",10
30,"Buffet ",35,22,4.9,"motorcycle",2,"No","Urban","Sunny","Jam",0,"N",15
22,"Drinks ",30,5,4.5,"scooter",0,"No","Urban","Cloudy","Low",1,"N",10
18,"Meal ",33,19,4.5,"motorcycle",1,"No","Urban","Sunny","Jam ",0,"Y",15
16,"Meal ",28,16,4.9,"scooter",1,"No","Metropolitan","Sandstorms","Low ",1,"N",5
39,"Drinks ",24,5,4.9,"scooter",0,"No","Metropolitan","Fog","Medium",2,"N",10
20,"Buffet ",39,17,4.9,"motorcycle",2,"No","Urban","Sunny","Jam ",1,"N",10
28,"Buffet ",33,7,4.7,"electric_scooter",2,"No","Metropolitan","Stormy","Medium",0,"N",15
33,"Buffet ",23,7,4.3,"motorcycle",1,"No","Semi-Urban","Fog","Jam ",1,"N",10
20,"Meal ",33,2,4.9,"scooter",2,"No","Semi-Urban","Sunny","Low ",1,"N",25
18,"Meal ",32,14,4.9,"motorcycle",0,"No","Semi-Urban","Sunny","Low ",1,"N",5
19,"Snack ",33,19,4.6,"electric_scooter",1,"No","Metropolitan","Windy","Jam ",1,"N",15
25,"Meal ",21,17,4.6,"scooter",0,"No","Metropolitan","Stormy","Medium",1,"N",5
27,"Buffet ",27,18,4.7,"electric_scooter",2,"No","Semi-Urban","Windy","Jam ",0,"N",15
40,"Meal ",38,3,3.4,"electric_scooter",1,"No","Metropolitan","Sunny","Low ",2,"N",10
19,"Meal ",25,14,4.9,"motorcycle",2,"No","Metropolitan","Windy","Jam ",0,"N",10
31,"Snack ",29,7,4.8,"scooter",2,"No","Metropolitan","Fog","High ",1,"N",10
11,"Meal ",33,16,4.6,"electric_scooter",2,"No","Semi-Urban","Fog","Medium",0,"N",15
26,"Buffet ",35,3,4.9,"motorcycle",1,"No","Urban","Stormy","Medium",1,"N",15
27,"Drinks ",33,12,4.7,"motorcycle",2,"No","Urban","Sandstorms","High ",0,"Y",5
24,"Drinks ",25,23,4.9,"scooter",2,"No","Metropolitan","Sandstorms","Low ",1,"N",5
27,"Meal ",32,21,4.8,"motorcycle",2,"No","Urban","Windy","High ",1,"Y",15
29,"Snack ",37,23,5,"electric_scooter",1,"No","Urban","Cloudy","Medium",1,"Y",10
26,"Snack ",32,22,4.3,"motorcycle",0,"No","Urban","Sandstorms","Low",0,"N",25
38,"Drinks ",30,22,4.7,"scooter",0,"No","Metropolitan","Cloudy","Medium",1,"N",10
34,"Meal ",33,9,4.3,"motorcycle",2,"No","Metropolitan","Stormy","Jam ",0,"N",10
16,"Meal ",24,16,5,"motorcycle",1,"No","Metropolitan","Stormy","Medium",1,"N",10
19,"Meal ",36,6,4.9,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",1,"N",5
34,"Drinks ",26,6,3.7,"motorcycle",1,"No","Metropolitan","Sandstorms","Medium",0,"N",15
25,"Buffet ",33,6,4.6,"motorcycle",1,"No","Metropolitan","Windy","Jam ",0,"Y",15
24,"Buffet ",27,14,4.5,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"N",10
28,"Snack ",35,6,4.8,"scooter",1,"No","Urban","Sandstorms","Jam ",0,"N",5
17,"Drinks ",38,22,4.7,"motorcycle",2,"No","Urban","Fog","Low",1,"N",5
11,"Drinks ",25,16,4.9,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",0,"N",5
20,"Meal ",34,21,4.9,"motorcycle",1,"No","Urban","Cloudy","Low",0,"Y",30
31,"Drinks ",35,19,5,"motorcycle",2,"No","Metropolitan","Cloudy","High ",1,"N",10
29,"Meal ",38,7,4.5,"scooter",1,"No","Semi-Urban","Sandstorms","Jam ",0,"N",15
15,"Buffet ",33,4,5,"motorcycle",1,"No","Urban","Stormy","Medium",1,"Y",5
31,"Meal ",20,3,4.4,"scooter",2,"No","Metropolitan","Fog","Jam ",1,"Y",5
37,"Snack ",20,18,4.8,"motorcycle",1,"No","Metropolitan","Fog","Jam ",2,"Y",10
22,"Drinks ",36,21,4.9,"scooter",1,"No","Metropolitan","Sunny","Medium",0,"N",15
19,"Buffet ",38,23,4.7,"scooter",1,"No","Urban","Cloudy","Medium",1,"N",15
47,"Buffet ",31,2,4.1,"motorcycle",0,"No","Metropolitan","Sandstorms","Jam ",1,"N",5
20,"Meal ",35,18,4.8,"electric_scooter",2,"No","Metropolitan","Sunny","Low ",1,"Y",5
27,"Meal ",36,22,4.9,"electric_scooter",1,"No","Metropolitan","Cloudy","High ",1,"N",15
21,"Snack ",20,19,4.6,"scooter",2,"No","Metropolitan","Windy","High ",0,"Y",5
24,"Snack ",21,14,5,"scooter",1,"No","Semi-Urban","Windy","Jam ",0,"Y",5
19,"Buffet ",32,19,4.7,"scooter",2,"No","Urban","Sandstorms","Low",0,"N",15
26,"Drinks ",33,21,5,"scooter",1,"No","Semi-Urban","Stormy","Jam",1,"N",10
25,"Snack ",37,15,5,"electric_scooter",0,"No","Metropolitan","Windy","High ",1,"N",5
15,"Snack ",21,17,4.5,"motorcycle",1,"No","Metropolitan","Fog","Medium",1,"Y",10
15,"Meal ",39,3,4.8,"motorcycle",2,"No","Metropolitan","Stormy","Jam ",0,"N",15
16,"Drinks ",34,18,4.9,"motorcycle",1,"No","Metropolitan","Fog","Low ",0,"Y",5
48,"Buffet ",21,19,4.6,"motorcycle",0,"No","Semi-Urban","Fog","Medium",2,"Y",10
33,"Buffet ",36,13,4.4,"electric_scooter",2,"No","Metropolitan","Fog","Jam ",1,"N",15
25,"Buffet ",33,5,4.7,"motorcycle",0,"No","Metropolitan","Sandstorms","Medium",1,"N",5
33,"Drinks ",25,1,4.2,"electric_scooter",1,"No","Metropolitan","Sandstorms","Medium",0,"Y",15
26,"Snack ",26,22,4.6,"motorcycle",0,"No","Semi-Urban","Windy","Jam ",1,"N",5
25,"Drinks ",20,23,4.6,"motorcycle",0,"No","Urban","Cloudy","Jam ",0,"N",15
37,"Buffet ",38,5,4.4,"scooter",2,"No","Urban","Cloudy","High ",1,"N",5
18,"Meal ",35,19,4.8,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",0,"N",10
35,"Meal ",28,7,4.4,"scooter",0,"No","Urban","Fog","Low ",2,"Y",10
29,"Drinks ",25,3,4.8,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",10
25,"Drinks ",28,4,4.7,"scooter",2,"No","Metropolitan","Sandstorms","Low ",0,"N",5
30,"Buffet ",38,15,5,"scooter",1,"No","Metropolitan","Windy","Medium",0,"N",5
29,"Snack ",33,21,4.9,"scooter",1,"No","Metropolitan","Sunny","Medium",0,"Y",5
22,"Drinks ",21,15,4.6,"electric_scooter",1,"No","Metropolitan","Sunny","Jam ",1,"N",10
28,"Drinks ",35,18,4.8,"scooter",2,"No","Urban","Cloudy","Low",1,"N",15
17,"Buffet ",33,18,5,"electric_scooter",1,"No","Metropolitan","Fog","Low ",0,"N",10
29,"Snack ",24,7,4.8,"motorcycle",2,"No","Metropolitan","Stormy","Medium",1,"N",10
29,"Buffet ",33,9,5,"scooter",2,"No","Semi-Urban","Fog","Jam ",0,"N",10
26,"Meal ",25,7,4.6,"electric_scooter",2,"No","Semi-Urban","Sandstorms","Medium",0,"N",10
34,"Drinks ",39,22,4.9,"scooter",2,"No","Metropolitan","Sandstorms","Medium",1,"Y",10
16,"Meal ",28,17,4.9,"motorcycle",0,"No","Urban","Fog","Low",1,"N",15
28,"Drinks ",34,23,4.9,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",1,"N",15
17,"Meal ",33,23,5,"scooter",2,"No","Semi-Urban","Fog","Medium",1,"N",10
30,"Meal ",23,5,4.6,"electric_scooter",2,"No","Metropolitan","Sunny","Jam ",1,"N",5
11,"Drinks ",35,15,4.6,"motorcycle",2,"No","Semi-Urban","Cloudy","Low",1,"Y",20
27,"Snack ",28,6,4.8,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",10
37,"Drinks ",22,18,5,"motorcycle",2,"No","Metropolitan","Fog","Medium",2,"Y",15
32,"Meal ",23,13,4.7,"motorcycle",2,"No","Urban","Fog","Jam ",1,"N",10
18,"Snack ",34,15,4.8,"scooter",2,"No","Metropolitan","Windy","Jam ",1,"N",15
29,"Drinks ",32,8,4.7,"scooter",0,"No","Metropolitan","Sunny","Low ",0,"N",15
31,"Drinks ",24,4,4,"scooter",1,"No","Metropolitan","Stormy","Medium",1,"N",15
15,"Snack ",39,23,4.6,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",10
20,"Snack ",35,23,5,"scooter",0,"No","Urban","Sandstorms","Jam",1,"N",15
19,"Drinks ",33,18,4.8,"motorcycle",1,"No","Metropolitan","Stormy","Medium",0,"Y",15
28,"Snack ",36,9,5,"scooter",1,"No","Semi-Urban","Stormy","Medium",1,"N",15
25,"Snack ",37,19,4.7,"scooter",1,"No","Semi-Urban","Sunny","Low ",0,"Y",5
31,"Buffet ",27,7,4.8,"motorcycle",2,"No","Metropolitan","Cloudy","Medium",1,"Y",10
29,"Buffet ",34,22,4.9,"scooter",2,"No","Semi-Urban","Sunny","Low ",0,"N",5
48,"Meal ",29,3,4.8,"electric_scooter",0,"No","Urban","Cloudy","Medium",0,"N",10
26,"Snack ",21,18,4.7,"scooter",1,"No","Metropolitan","Sunny","Jam ",1,"N",10
30,"Drinks ",28,23,4.8,"scooter",1,"No","Urban","Cloudy","High",1,"N",5
46,"Meal ",29,8,4.6,"scooter",2,"Yes","Semi-Urban","Cloudy","Jam ",0,"Y",15
27,"Meal ",28,22,4.6,"motorcycle",2,"No","Urban","Sandstorms","Jam ",0,"N",5
24,"Drinks ",22,1,5,"scooter",2,"No","Metropolitan","Fog","Jam ",1,"N",10
19,"Buffet ",28,18,4.5,"electric_scooter",2,"No","Metropolitan","Stormy","Jam ",0,"N",15
28,"Snack ",39,1,4.1,"electric_scooter",0,"No","Urban","Windy","Low",1,"Y",15
28,"Buffet ",34,17,4.8,"motorcycle",2,"No","Semi-Urban","Windy","Medium",1,"N",10
13,"Drinks ",35,9,4.7,"motorcycle",1,"No","Metropolitan","Sunny","Medium",1,"N",5
19,"Buffet ",37,15,4.9,"motorcycle",0,"No","Metropolitan","Stormy","Low",0,"N",20
23,"Meal ",32,9,4.6,"motorcycle",1,"No","Metropolitan","Sunny","Jam ",1,"N",15
20,"Meal ",29,2,4.6,"scooter",2,"No","Metropolitan","Sandstorms","Jam ",1,"N",5
29,"Drinks ",35,22,4.8,"electric_scooter",0,"No","Urban","Windy","Medium",1,"N",15
19,"Meal ",21,23,4.8,"electric_scooter",2,"No","Metropolitan","Fog","Medium",1,"Y",15
21,"Buffet ",29,9,4.4,"motorcycle",0,"No","Metropolitan","Windy","Low ",1,"N",10
17,"Meal ",31,23,4.5,"motorcycle",1,"No","Metropolitan","Cloudy","Low ",1,"Y",10
31,"Meal ",34,17,4.9,"motorcycle",1,"No","Semi-Urban","Sunny","Medium",1,"Y",10
32,"Meal ",38,3,4,"motorcycle",2,"No","Semi-Urban","Cloudy","High ",0,"Y",10
47,"Meal ",26,23,5,"scooter",2,"Yes","Urban","Cloudy","Jam ",2,"N",10
26,"Drinks ",23,21,4.9,"motorcycle",1,"No","Urban","Sunny","Low",0,"N",30
38,"Snack ",37,7,4.6,"motorcycle",0,"No","Urban","Fog","Medium",1,"Y",15
23,"Drinks ",32,21,5,"scooter",1,"No","Semi-Urban","Sunny","Low ",0,"N",5
19,"Meal ",28,15,4.9,"motorcycle",0,"No","Metropolitan","Windy","Jam ",0,"Y",10
32,"Drinks ",21,16,4.7,"scooter",1,"No","Semi-Urban","Cloudy","Medium",0,"N",15
20,"Buffet ",23,4,5,"scooter",1,"No","Metropolitan","Stormy","Low ",1,"Y",15
14,"Meal ",24,3,4.7,"electric_scooter",1,"No","Metropolitan","Fog","Medium",0,"N",15
23,"Drinks ",35,16,4.6,"motorcycle",1,"No","Metropolitan","Cloudy","Low ",1,"N",15
50,"Buffet ",24,15,5,"motorcycle",0,"No","Metropolitan","Sandstorms","Jam ",2,"N",5
29,"Buffet ",35,9,4.7,"motorcycle",1,"No","Semi-Urban","Windy","Medium",1,"N",10
12,"Buffet ",35,16,4.8,"motorcycle",1,"No","Urban","Windy","Low",1,"N",5
25,"Meal ",39,19,4.6,"scooter",1,"No","Metropolitan","Sandstorms","Low ",1,"N",10
41,"Meal ",36,12,5,"motorcycle",0,"No","Semi-Urban","Cloudy","Jam ",2,"Y",5
27,"Buffet ",34,4,4.1,"motorcycle",0,"No","Metropolitan","Windy","Low ",1,"Y",5
29,"Drinks ",29,3,4.7,"scooter",2,"No","Metropolitan","Windy","Medium",1,"N",5
15,"Snack ",20,18,4.5,"motorcycle",2,"No","Metropolitan","Windy","Low ",0,"N",5
47,"Buffet ",25,2,4.4,"scooter",1,"No","Semi-Urban","Stormy","Jam ",1,"N",15
15,"Snack ",36,18,4.7,"motorcycle",1,"No","Metropolitan","Fog","Low ",0,"Y",10
37,"Meal ",35,5,3.5,"scooter",1,"No","Metropolitan","Windy","Medium",2,"N",10
19,"Snack ",21,11,4,"motorcycle",0,"No","Semi-Urban","Stormy","Low ",1,"N",10
36,"Drinks ",37,3,4.3,"motorcycle",0,"No","Urban","Sunny","Jam ",1,"N",10
16,"Buffet ",35,23,4.9,"scooter",2,"No","Semi-Urban","Stormy","Jam ",1,"N",5
30,"Meal ",31,7,4.6,"motorcycle",2,"No","Urban","Cloudy","Medium",1,"N",5
18,"Meal ",28,23,4.9,"motorcycle",2,"No","Urban","Sunny","High",1,"N",5
26,"Buffet ",37,19,4.6,"motorcycle",1,"No","Urban","Windy","Jam",1,"Y",5
28,"Snack ",27,18,4.7,"scooter",1,"No","Urban","Sandstorms","Medium",1,"N",5
28,"Snack ",21,22,5,"electric_scooter",1,"No","Semi-Urban","Windy","Low ",1,"N",10
19,"Drinks ",38,9,4.8,"scooter",0,"No","Semi-Urban","Sandstorms","Medium",0,"Y",15
25,"Buffet ",20,13,4.8,"motorcycle",1,"No","Metropolitan","Windy","Jam ",1,"N",10
26,"Snack ",30,9,5,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",1,"N",5
12,"Drinks ",39,19,4.8,"motorcycle",1,"No","Semi-Urban","Fog","Low",0,"N",5
16,"Buffet ",37,13,4.9,"motorcycle",2,"No","Metropolitan","Windy","Jam ",1,"N",10
37,"Meal ",26,15,3.6,"scooter",1,"No","Semi-Urban","Stormy","Medium",1,"N",15
29,"Snack ",28,13,4.7,"scooter",2,"No","Metropolitan","Stormy","Low ",1,"N",15
18,"Buffet ",32,23,4.6,"motorcycle",1,"No","Urban","Stormy","Low",0,"N",10
32,"Meal ",21,15,4.8,"electric_scooter",2,"No","Metropolitan","Windy","Jam ",1,"Y",5
24,"Drinks ",29,23,4.8,"scooter",1,"No","Semi-Urban","Windy","Medium",1,"N",10
21,"Drinks ",30,19,4.7,"scooter",2,"No","Semi-Urban","Sandstorms","Low ",1,"N",10
33,"Snack ",38,15,4.9,"scooter",1,"No","Urban","Stormy","Jam",1,"N",15
30,"Snack ",38,19,4.6,"electric_scooter",2,"No","Urban","Windy","High",1,"N",5
29,"Snack ",30,18,4.6,"motorcycle",1,"No","Metropolitan","Cloudy","Low ",1,"Y",10
28,"Drinks ",36,4,4.9,"motorcycle",0,"No","Metropolitan","Fog","Medium",1,"N",10
27,"Meal ",27,9,4.7,"scooter",1,"No","Metropolitan","Sunny","Medium",0,"Y",10
12,"Snack ",29,22,4.7,"scooter",2,"No","Metropolitan","Sunny","Medium",0,"N",15
40,"Snack ",35,8,3.6,"scooter",1,"No","Metropolitan","Windy","Jam ",1,"N",15
16,"Drinks ",37,17,4.6,"motorcycle",1,"No","Urban","Stormy","High",0,"N",5
40,"Snack ",25,7,4.7,"scooter",0,"No","Metropolitan","Cloudy","Jam ",0,"N",10
33,"Drinks ",34,9,4.2,"electric_scooter",0,"No","Semi-Urban","Windy","Low ",1,"Y",5
25,"Meal ",34,18,5,"motorcycle",0,"No","Metropolitan","Sunny","Low ",1,"N",10
23,"Drinks ",32,21,4.9,"scooter",1,"No","Metropolitan","Stormy","Medium",0,"N",10
28,"Snack ",32,3,4.5,"motorcycle",0,"No","Metropolitan","Fog","Jam ",1,"Y",5
32,"Drinks ",29,1,3.7,"motorcycle",1,"No","Urban","Sunny","Jam",0,"Y",10
46,"Buffet ",32,4,4,"scooter",1,"No","Urban","Cloudy","Jam ",3,"N",15
26,"Buffet ",38,7,4.7,"electric_scooter",2,"No","Metropolitan","Windy","Low ",1,"N",5
51,"Drinks ",33,4,4.1,"motorcycle",0,"No","Urban","Sandstorms","Jam ",3,"Y",10
17,"Drinks ",31,9,4.8,"scooter",1,"No","Metropolitan","Sunny","Low ",1,"N",15
20,"Snack ",21,9,4.6,"scooter",1,"No","Urban","Fog","High ",1,"Y",5
47,"Snack ",39,3,4.2,"motorcycle",0,"No","Metropolitan","Stormy","Jam ",3,"N",5
39,"Snack ",37,9,5,"electric_scooter",2,"No","Semi-Urban","Fog","Jam ",1,"N",10
26,"Buffet ",33,15,4.6,"motorcycle",2,"No","Urban","Sandstorms","Jam",0,"N",15
18,"Meal ",39,16,4.9,"electric_scooter",2,"No","Urban","Fog","Medium",0,"Y",5
30,"Meal ",25,17,4.8,"motorcycle",0,"No","Urban","Stormy","Jam",1,"N",10
24,"Snack ",38,15,4.6,"electric_scooter",2,"No","Metropolitan","Stormy","Low",0,"N",10
23,"Buffet ",35,16,4.8,"scooter",2,"No","Metropolitan","Fog","Low ",0,"N",5
34,"Meal ",34,18,4.6,"scooter",1,"No","Urban","Stormy","High",1,"N",10
12,"Snack ",38,23,4.8,"motorcycle",1,"No","Urban","Stormy","Low",0,"Y",15
18,"Drinks ",24,23,4.8,"scooter",1,"No","Metropolitan","Sandstorms","Jam ",1,"Y",15
18,"Snack ",27,13,4.7,"motorcycle",0,"No","Metropolitan","Windy","Medium",1,"N",10
36,"Snack ",20,9,4.5,"electric_scooter",0,"No","Metropolitan","Cloudy","Medium",1,"Y",15
17,"Snack ",27,21,5,"motorcycle",1,"No","Urban","Fog","Low",0,"Y",10
33,"Drinks ",33,17,4.1,"motorcycle",0,"No","Metropolitan","Windy","Low ",1,"Y",15
19,"Buffet ",22,23,4.9,"motorcycle",0,"No","Urban","Stormy","Low",1,"N",15
21,"Drinks ",39,13,4.7,"motorcycle",0,"No","Metropolitan","Windy","High ",0,"N",5
28,"Drinks ",24,13,4.7,"motorcycle",0,"No","Urban","Stormy","Low ",0,"N",10
19,"Snack ",24,4,4.2,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"N",15
15,"Drinks ",34,16,4.9,"motorcycle",0,"No","Metropolitan","Stormy","Low ",0,"N",5
30,"Drinks ",38,9,4.8,"electric_scooter",0,"No","Metropolitan","Cloudy","Jam ",1,"Y",10
19,"Drinks ",26,23,4.9,"motorcycle",0,"No","Semi-Urban","Sunny","Medium",1,"N",5
17,"Snack ",22,13,4.7,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",1,"N",15
29,"Buffet ",26,7,4.8,"electric_scooter",2,"No","Urban","Sunny","Medium",0,"N",5
33,"Buffet ",29,23,4.6,"motorcycle",0,"No","Metropolitan","Stormy","Jam ",1,"N",10
35,"Buffet ",36,21,4.4,"motorcycle",0,"No","Urban","Stormy","High ",1,"N",15
34,"Snack ",22,9,4.2,"motorcycle",0,"No","Metropolitan","Stormy","Low ",2,"N",15
37,"Meal ",21,4,4.3,"motorcycle",2,"No","Semi-Urban","Windy","Medium",1,"N",5
18,"Meal ",21,1,4.2,"motorcycle",0,"No","Urban","Stormy","Low",1,"N",15
13,"Meal ",26,23,4.8,"electric_scooter",2,"No","Urban","Fog","Low",1,"Y",5
17,"Drinks ",23,18,4.5,"motorcycle",2,"No","Metropolitan","Sandstorms","Low ",0,"N",15
28,"Drinks ",23,17,4.9,"scooter",2,"No","Metropolitan","Windy","High ",0,"N",10
42,"Snack ",30,2,4.8,"scooter",0,"No","Metropolitan","Cloudy","Jam ",1,"N",10
18,"Snack ",34,23,4.9,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",1,"Y",10
16,"Buffet ",23,22,4.6,"scooter",1,"No","Metropolitan","Stormy","Low ",0,"N",5
30,"Meal ",31,1,4.6,"electric_scooter",0,"No","Metropolitan","Cloudy","Medium",1,"N",5
12,"Snack ",31,21,4.8,"scooter",2,"No","Metropolitan","Sunny","Low ",1,"Y",15
21,"Meal ",28,3,4.7,"motorcycle",0,"No","Metropolitan","Fog","High ",0,"N",15
35,"Snack ",21,15,3.8,"electric_scooter",2,"No","Metropolitan","Stormy","Jam ",0,"N",10
15,"Buffet ",27,18,4.6,"scooter",1,"No","Urban","Stormy","Low",1,"N",15
20,"Meal ",21,16,4.7,"scooter",1,"No","Urban","Sandstorms","Low",1,"Y",5
34,"Snack ",38,9,4.7,"electric_scooter",1,"No","Semi-Urban","Fog","Medium",1,"Y",10
36,"Snack ",29,15,5,"motorcycle",2,"No","Metropolitan","Fog","High ",0,"Y",10
23,"Drinks ",23,18,5,"scooter",2,"No","Semi-Urban","Sunny","Low",1,"Y",15
35,"Drinks ",27,17,4.8,"motorcycle",0,"No","Urban","Fog","Medium",1,"Y",10
45,"Buffet ",39,4,4.9,"motorcycle",0,"No","Metropolitan","Stormy","Jam ",3,"N",15
19,"Buffet ",27,21,4.5,"scooter",2,"No","Metropolitan","Cloudy","Low ",0,"N",10
20,"Meal ",28,5,4.8,"motorcycle",0,"No","Semi-Urban","Sunny","Jam ",1,"N",15
22,"Meal ",35,3,4.8,"scooter",1,"No","Semi-Urban","Stormy","Low ",0,"N",15
